move,title,desc,other_desc,move_title,move_desc,loc_id1,loc_id,from_start,to_start,to_reset,prev_loc_id
u,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  You can't go that way.,  ,31,31,4,2,23,31.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,5,1,22,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,6,21,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,5,20,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,4,19,8.0
enter,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  You don't fit through a two-inch slit!,  ,31,31,3,3,18,31.0
exit,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  But you aren't in anything at the moment.,  ,31,31,4,2,17,31.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,5,1,16,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,6,15,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,5,14,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,4,13,8.0
exit,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  But you aren't in anything at the moment.,  ,31,31,3,3,12,31.0
enter,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  You don't fit through a two-inch slit!,  ,31,31,4,2,11,31.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,5,1,10,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,9,9,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,8,8,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,7,7,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,"  You are in a 20-foot depression floored with bare dirt. Set into the dirt
  is a strong steel grate mounted in concrete. A dry streambed leads into the
  depression.
  ",303,303,3,6,6,31.0
e,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,"  You are in open forest, with a deep valley to one side.
  ",1,1,4,5,5,303.0
w,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,  ,1,1,5,4,4,1.0
n,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,  ,1,1,6,3,3,1.0
n,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,  ,1,1,7,2,2,1.0
n,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,  ,1,1,8,1,1,1.0
start,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",,,0,0,0,9,9,1.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,"  You are in a valley in the forest beside a stream tumbling along a rocky
  bed.
  ",8,8,1,8,8,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,"  At your feet all the water of the stream splashes into a 2-inch slit in the
  rock. Downstream the streambed is bare rock.
  ",31,31,2,7,7,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,"  You are in a 20-foot depression floored with bare dirt. Set into the dirt
  is a strong steel grate mounted in concrete. A dry streambed leads into the
  depression.
  ",303,303,3,6,6,31.0
s,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,"  You are in open forest, with a deep valley to one side.
  ",1,1,4,5,5,303.0
n,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,  ,1,1,5,4,4,1.0
n,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,  ,1,1,6,3,3,1.0
n,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,  ,1,1,7,2,2,1.0
n,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,  ,1,1,8,1,1,1.0
start,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",,,0,0,0,6,9,1.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,"  You are in a valley in the forest beside a stream tumbling along a rocky
  bed.
  ",8,8,1,5,8,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,"  At your feet all the water of the stream splashes into a 2-inch slit in the
  rock. Downstream the streambed is bare rock.
  ",31,31,2,4,7,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,"  You are in a 20-foot depression floored with bare dirt. Set into the dirt
  is a strong steel grate mounted in concrete. A dry streambed leads into the
  depression.
  ",303,303,3,3,6,31.0
w,In Forest,  You are in open forest near both a valley and a road.,,  In Forest,  ,19,19,4,2,5,303.0
e,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,5,1,4,19.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,3,3,8.0
n,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,"  You are in open forest, with a deep valley to one side.
  ",1,1,1,2,2,0.0
n,In Forest,"  You are in open forest, with a deep valley to one side.",,  In Forest,  ,1,1,2,1,1,1.0
start,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",,,0,0,0,8,65,1.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,"  You are in a valley in the forest beside a stream tumbling along a rocky
  bed.
  ",8,8,1,7,64,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,"  At your feet all the water of the stream splashes into a 2-inch slit in the
  rock. Downstream the streambed is bare rock.
  ",31,31,2,6,63,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,"  You are in a 20-foot depression floored with bare dirt. Set into the dirt
  is a strong steel grate mounted in concrete. A dry streambed leads into the
  depression.
  ",303,303,3,5,62,31.0
ne,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,4,4,61,303.0
sw,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,5,3,60,303.0
n,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,6,2,59,303.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,7,1,58,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,8,57,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,7,56,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,6,55,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,  ,303,303,3,5,54,31.0
se,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,4,4,53,303.0
nw,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,5,3,52,303.0
n,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,6,2,51,303.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,7,1,50,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,8,49,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,7,48,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,6,47,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,  ,303,303,3,5,46,31.0
sw,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,4,4,45,303.0
ne,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,5,3,44,303.0
n,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,6,2,43,303.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,7,1,42,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,8,41,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,7,40,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,6,39,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,  ,303,303,3,5,38,31.0
nw,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,4,4,37,303.0
se,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,5,3,36,303.0
n,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,6,2,35,303.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,7,1,34,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,8,33,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,7,32,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,6,31,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,  ,303,303,3,5,30,31.0
u,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,4,4,29,303.0
d,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You are unable to descend by the steel grate.,  ,303,303,5,3,28,303.0
n,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,6,2,27,303.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,7,1,26,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,8,25,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,7,24,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,6,23,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,  ,303,303,3,5,22,31.0
d,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You are unable to descend by the steel grate.,  ,303,303,4,4,21,303.0
u,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,5,3,20,303.0
n,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,6,2,19,303.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,7,1,18,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,8,17,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,7,16,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,6,15,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,  ,303,303,3,5,14,31.0
enter,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,4,4,13,303.0
exit,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  But you aren't in anything at the moment.,  ,303,303,5,3,12,303.0
n,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,6,2,11,303.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,7,1,10,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,8,9,8.0
s,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,1,7,8,0.0
s,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,2,6,7,8.0
s,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  Outside Grate,  ,303,303,3,5,6,31.0
exit,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  But you aren't in anything at the moment.,  ,303,303,4,4,5,303.0
enter,Outside Grate,  You are in a 20-foot depression floored with bare dirt. Set into the dirt,"is a strong steel grate mounted in concrete. A dry streambed leads into the
depression.
",  You can't go that way.,  ,303,303,5,3,4,303.0
n,At Slit In Streambed,  At your feet all the water of the stream splashes into a 2-inch slit in the,"rock. Downstream the streambed is bare rock.
",  At Slit In Streambed,  ,31,31,6,2,3,303.0
n,In A Valley,  You are in a valley in the forest beside a stream tumbling along a rocky,"bed.
",  In A Valley,  ,8,8,7,1,2,31.0
n,At End Of Road,  You are standing at the end of a road before a small brick building. Around,"you is a forest. A small stream flows out of the building and down a gully.
",  At End Of Road,  ,0,0,0,1,1,8.0
